movie_title,year,episode,song_title,artists,song_id,track_id
honeysuckle rose,"[1980, 1978]",nan,it's not supposed to be that way,willie nelson,537581.0,473821.0
slither,"[2006, 2000]",nan,fast girl usa,jane jensen+roger che+sandee brockwell,248128.0,619047.0
ronnie milsap: live,"[2002, 1999]",nan,smokey mountain rain,kye fleming+dennis morgan+ronnie milsap,802461.0,598684.0
mensaka,"[1998, 2001]",nan,hoy no,enrique urquijo+enrique urquijo y los problemas,936562.0,538470.0
so you think you can dance,"[2005, 1990]",results show: two dancers eliminated (#4.11),a song for you (lp version),donny hathaway,338709.0,216540.0
the art of the steal,"[2009, 2004]",nan,iron man,ozzy osbourne+tony iommi+geezer butler+bill ward+the bad plus,327444.0,646931.0
lip service,"[2010, 2009]",(#1.4),cotton covering,zoey van goey,672614.0,139104.0
hollywoo,"[2011, 1982]",nan,pass the dutchie,musical youth,228860.0,472025.0
house party,1990,nan,this is love,kenny vaughan,427518.0,475634.0
teletï¿½n,1978,teletï¿½n 2010: dï¿½a 2 (#23.2),pregonero,chancho en piedra,373730.0,234079.0
29 reasons to run,"[2006, 2002]",nan,neptune,justin johnson+secondhand jive,80967.0,329092.0
charmed,"[1998, 2000]",we all scream for ice cream (#3.10),tonight and the rest of my life (album version),nina gordon,905238.0,44619.0
metal evolution,"[2011, 1970]",early metal uk (#1.3),behind the wall of sleep,geezer butler+tony iommi+ozzy osbourne+bill ward+black sabbath,696162.0,152480.0
beavis and butt-head,"[1993, 1987]",beavis and butt-head meet god (#3.21),halloween,helloween,512945.0,24914.0
yo estuve allï¿½,"[2008, 1993]",(#1.1),más y más (remix),la uniï¿½n,819607.0,322347.0
you got served,2004,nan,badaboom,tony scott+marques houston+milo stokes+john jackson+b2k+fabolous,331829.0,729968.0
first love,1977,nan,child for a day,paul travis+david gordon+cat stevens,927000.0,440269.0
top of the pops,"[1964, 1992]",(1977-05-05),lonely boy,andrew gold,573969.0,299123.0
entourage,"[2004, 1996]",the sundance kids (#2.7),2 wicky,hooverphonic,583835.0,83832.0
the wire,"[2002, 1969]",refugees (#4.4),cissy strut,the meters,373939.0,285164.0
the 62nd primetime emmy awards,2010,nan,forever,chris brown,217472.0,645011.0
matlock,1986,the mayor: part 2 (#3.9),sweet home chicago,robert johnson+sung through opening credits,507910.0,150157.0
the search for robert johnson,1992,nan,sweet home chicago,robert johnson+honeyboy edwards,507910.0,683247.0
wild west comedy show: 30 days & 30 nights - hollywood to the heartland,2006,nan,sweet home chicago,robert johnson+the blues brothers+arrangement with warner music group film+tv licensing,507910.0,724692.0
ibrain,2013,nan,sweet home chicago,robert johnson+kristian montano,507910.0,733186.0
stream,2009,nan,bound,the silk demise,505374.0,632250.0
revenge of the mekons,"[2013, 1978]",nan,damaged goods,gang of four,653801.0,593512.0
outrageous!,"[1977, 1996]",nan,frankie and johnny,bert leighton+frank leighton+craig russell   imitating mae west,221752.0,569041.0
she done him wrong,"[1933, 1996]",nan,frankie and johnny,bert leighton+frank leighton+mae west   in the saloon,221752.0,611653.0
parting glances,"[1986, 1984]",nan,love and money,jimmy somerville+larry steinbachek+steve bronski+bronski beat,422449.0,572051.0
inside deep throat,2005,nan,more_ more_ more (astralasia remix),andrea true connection+gregg diamond,812877.0,485400.0
hitchcock,"[2012, 1992]",nan,tweedle dee,scott winfield+georgia gibbs,296362.0,471188.0
rude tube,"[2008, 2006]",superstars of the web (#2.3),trash,the whip,47673.0,199055.0
big river man,"[2009, 1988]",nan,little red rooster,willie dixon+howlin wolf,125578.0,367405.0
cruel intentions,1999,nan,trip on love,tom kimmel+liz vidal+abra moore,151.0,401324.0
the x factor,"[2004, 1999]",bootcamp 1 (#3.7),flying without wings,westlife,232409.0,287205.0
one tree hill,2003,you are a runner  and i am my fathers son (#7.10),baby i need you,mick taylor,825733.0,174282.0
the guilt trip,"[2012, 1973]",nan,stuck in the middle with you,joe egan+gerry rafferty+stealers wheel,851477.0,663795.0
trainyard dogs: part i,"[2016, 1973]",nan,stuck in the middle with you,stealers wheel+gerry rafferty+joe egan,851477.0,701669.0
raising hope,"[2010, 1973]",pilot (#1.1),stuck in the middle with you,stealers wheel,851477.0,192182.0
its always sunny in philadelphia,"[2005, 1973]",the gang goes to hell: part two (#11.10),stuck in the middle with you,stealers wheel,851477.0,122736.0
mondo trasho,"[1969, 1964]",nan,leader of the pack,shadow morton+jeff barry+ellie greenwich+the shangri-las,895014.0,543844.0
little deaths,"[2011, 2009]",nan,trust no one,justin greaves+crippled black phoenix,885124.0,520010.0
radio 1s big weekend,"[2009, 2008]",nan,closer,ne-yo,60826.0,587851.0
blondie at bbc maida vale,"[2014, 1979]",nan,atomic,blondie+debbie harry+jimmy destri,23915.0,370689.0
left behind,2000,nan,live for the lord (irenes song),jeff franzel+kathy troccoli,521656.0,514631.0
the o.c.,2003,pilot (#1.1),swing  swing,the all-american rejects,369641.0,258334.0
an american tail: fievel goes west,1991,nan,way out west,james horner+will jennings,341490.0,348253.0
hamill,"[2010, 2009]",nan,runnin outta dough (featuring tashina suzuki),ryu+apathy+scoop deville+get busy committee,452406.0,462792.0
shut up and play the hits,"[2012, 2005]",nan,movement,james murphy+lcd soundsystem,720855.0,614172.0
cmt: 40 greatest love songs,"[2011, 2008]",nan,come a little closer (live),brett beavers+dierks bentley,68574.0,381862.0
s.p.u.n.g,"[2002, 1988]",jag lovar... (#2.16),birthday,the sugarcubes,718601.0,199481.0
brian wilson: songwriter 1969 - 1982,"[2012, 1995]",nan,this whole world,brian wilson+philip lambert,113527.0,376361.0
video games: the movie,"[2014, 1980]",nan,can you feel it,the jacksons,272158.0,713627.0
made in chelsea,"[2011, 1980]",i find it the biggest turn on that hes shouting at me (#1.8),can you give it,the maccabees,272158.0,146763.0
memï¿½ries de la tele,"[2007, 1988]",(#4.8),toy soldiers,martika,358831.0,151790.0
new years rockin eve 1990,"[1989, 1988]",nan,toy soldiers,michael jay+martika,358831.0,555456.0
un dia ï¿½s un dia,"[1990, 1988]",(#2.9),toy soldiers,martika,358831.0,308938.0
wolfcop,"[2014, 1987]",nan,moonlight desires,gowan,418946.0,726334.0
the heartbreak kid,"[1993, 1991]",nan,words written backwards (radio baghdad edit),single gun theory,657713.0,664567.0
thats life,2000,photographs (#1.11),way past blue,melanie doane,457982.0,234969.0
one hit wonderland,2012,walking in memphis by marc cohn (#3.1),lost you in the canyon (remastered lp version),marc cohn,313087.0,172120.0
how to make a living  out of the dead,2010,nan,something new,the colours,852993.0,476653.0
body melt,"[1993, 1997]",nan,highway star (1997 remix),deep purple,519164.0,372719.0
billions,"[2016, 1972]",yumtime (#1.3),get up and get down,the dramatics,532822.0,31119.0
shes so lovely,"[1997, 1972]",nan,get up and get down,the dramatics+tony hester,532822.0,611974.0
colecciï¿½n privada - tour minage,"[2005, 2000]",nan,inmensidad,mogol+capone+detto+mï¿½nica naranjo,847341.0,395289.0
the longest yard,"[2005, 1971]",nan,have you ever seen the rain,john fogerty+creedence clearwater revival,846175.0,671324.0
danville 2nd ward young men,"[2008, 1971]",wintertime 2011-2012 (#4.1),have you ever seen the rain,john fogerty+creedence clearwater revival,846175.0,60657.0
playing by heart,1998,nan,surrender 2 love (digitally remastered 99),ottmar liebert,247601.0,578540.0
itsenï¿½isyys ja rock,1986,nan,the train kept a-rollin?,tiny bradshaw,360980.0,488529.0
once upon a time in the midlands,2002,nan,shoot the moon,jesse harris+norah jones,951049.0,565249.0
skeppsholmen,2002,(#2.5),shoot the moon,norah jones,951049.0,214072.0
mtv video music awards latinoamï¿½rica 2006,2006,nan,call me when youre sober / bring me to life,evanescence,108111.0,527913.0
la virgen de los sicarios,"[2000, 1982]",nan,la gota fria,emiliano zuleta+grupo niche,458498.0,509645.0
soul kitchen,2009,nan,the creator has a master plan (peace),louis armstrong,14897.0,623911.0
rail kings,2005,nan,train  train,blackfoot,526969.0,588579.0
volando voy,2006,nan,por primera vez,manuel molina+lole y manuel,790293.0,715008.0
top of the pops,1964,(1976-11-04),don't take away the music (digital johnson mix),tavares,29426.0,298866.0
rote sonne,"[1970, 1999]",nan,afterglow (of your love),steve marriott+ronnie lane+small faces,226187.0,599230.0
best possible taste: the kenny everett story,"[2012, 1999]",nan,afterglow (of your love),steve marriott+ronnie lane+small faces,226187.0,365226.0
wild child,2008,nan,if this is love,joe belmaati+mich hansen+vince clarke+alison moyet+the saturdays,862608.0,724385.0
headlines! live at hammersmith apollo,"[2011, 2008]",nan,if this is love,the saturdays,862608.0,466203.0
there is a pil in heaven,"[2012, 1983]",nan,flowers of romance (live),public image ltd.,845552.0,693279.0
reading and leeds festival,"[2009, 2005]",kaiser chiefs (#1.2),everyday i love you less and less,kaiser chiefs,598426.0,193151.0
seventeen - mï¿½dchen sind die besseren jungs,2003,nan,gorecki,lamb,47780.0,609685.0
the movie orgy,"[1968, 1963]",nan,walk like a man,bob crewe+bob gaudio+frankie valli+the four seasons,47141.0,674496.0
walk like a man,"[1987, 1963]",nan,walk like a man,frankie valli+the four seasons,47141.0,716721.0
danny baker rocks... (a bit),"[2014, 1964]",the eighties (#1.2),i got to sleep,the pretenders,704851.0,60398.0
nos vies heureuses,"[1999, 1996]",nan,a ton ï¿½toile,bertrand cantat+noir dï¿½sir,713001.0,559627.0
ill believe you,"[2006, 2005]",nan,all at once,joe king+isaac slade+aaron johnson+the fray,846800.0,480608.0
top of the pops,"[1964, 1995]",(1995-09-28),something for the pain,jon bon jovi+richie sambora+desmond child+bon jovi,490375.0,302585.0
bakit labis kitang mahal,"[1992, 2007]",nan,bakit labis kitang mahal,lea salonga,777269.0,358744.0
overcoming,"[2005, 2003]",nan,whispering at the top of my lungs,timothy christensen,450828.0,569216.0
sex and the city,"[1998, 2000]",the real me (#4.2),she bangs,ricky martin,454193.0,206952.0
caras & bocas,2009,(#1.1),mais uma vez,marisa monte,796356.0,42180.0
riding the bullet,2004,nan,papa's got a brand new bag (part 1),james brown,571222.0,594689.0
simon birch,1998,nan,papa's got a brand new bag (part 1),james brown,571222.0,615398.0
face/off,1997,nan,papa's got a brand new bag (part 1),james brown+arrangement with polygram film+tv licensing,571222.0,435377.0
two weeks notice,2002,nan,papa's got a brand new bag (part 1),james brown,571222.0,705956.0
beat the devil,2002,nan,papas got a brand new bag  pts. 1 & 2,james brown,571222.0,362341.0
sus,2010,nan,its up to you (live at the moonlight club),the specials+jerry dammers+terry hall+horace panter+roddy byers+lynval golding+john bradbury+neville staple,267470.0,635846.0
smithereens,"[1982, 1980]",nan,original love,the feelies,46402.0,619695.0
fresh meat,"[2011, 1993]",(#1.8),let me show you (k-klass 2007 remix),k-klass,927092.0,92023.0
the legendary fillmore slim playing the blues,"[2012, 1960]",nan,i'm your hoochie coochie man,muddy watters,457906.0,670007.0
the dukes of hazzard,"[2005, 1983]",nan,the south's gonna do it again,charlie daniels+the charlie daniels band+arrangement with sony bmg music entertainment,914105.0,657418.0
rush,"[1991, 1983]",nan,the south's gonna do it again,charlie daniels+the charlie daniels band+arrangement with sony music licensing,914105.0,600836.0
coqueta,1949,nan,escarcha,agustï¿½n lara,644840.0,398540.0
off the black,"[2006, 1993]",nan,love you (take 3),syd barrett,170569.0,563381.0
one tree hill,"[2003, 2009]",my attendance is bad but my intentions are good (#7.16),lullaby,onerepublic,180463.0,173386.0
tortilla soup,"[2001, 2007]",nan,hoy ya me voy,b. garcia+sergent garcia,5256.0,700560.0
beware the gonzo,"[2010, 2009]",nan,light sweet crude (album),obits+rick froberg+sohrab habibion+scott gursky+greg simpson,209872.0,366207.0
20th annual music city news awards,1986,nan,louisiana woman  mississippi man,loretta lynn / conway twitty,806377.0,328502.0
patch adams,"[1998, 1970]",nan,let it rain,eric clapton+bonnie bramlett+arrangement with polygram film+tv music,212875.0,572738.0
chickenfoot: get your buzz on live,2009,nan,avenida revolution,chickenfoot,271261.0,390211.0
the yards,2000,nan,no one is to blame,howard jones,742964.0,692648.0
waitress,2007,nan,no one is to blame,howard jones+emile millar,742964.0,716453.0
the black donnellys,2007,in each one a savior (#1.8),no one is to blame,howard jones+emile millar,742964.0,239102.0
the 60s,"[1999, 1965]",nan,the tracks of my tears,smokey robinson+warren moore+marvin tarplin+the miracles,493555.0,643477.0
hysteria,2011,nan,rule britannia,thomas augustine arne+the band of the royal marines,766161.0,478124.0
the sopranos,1999,guy walks into a psychiatrists office (#2.1),i've tried everything,annie lennox+david a. stewart+the eurythmics,169618.0,269841.0
suicidegirls: the first tour,"[2005, 2004]",nan,shadowland,youth group+william t. martin,390002.0,633895.0
the o.c.,"[2003, 2004]",the return of the nana (#2.21),shadowland,youth group,390002.0,258729.0
what happens in vegas,"[2008, 1997]",nan,flashdance...what a feeling,giorgio moroder+keith forsey+irene cara,441173.0,720630.0
jimmy buffett: live by the bay,"[1986, 1985]",nan,last mango in paris,jimmy buffett+the coral reefer band,575299.0,492223.0
unforgivable blackness: the rise and fall of jack johnson,"[2004, 1989]",nan,god moves on the water,blind willie johnson,40139.0,709262.0
noordzee  texas,2011,nan,teach me tiger (lp version),april stevens,558511.0,559187.0
welcome to sunny florida,2004,nan,father lucifer (2006 remastered lp version),tori amos,800639.0,719737.0
live from studio five,"[2009, 2008]",(#1.93),video phone,beyoncï¿½ knowles+lady gaga+bangladesh+sean garrett+angela beyince,887664.0,140535.0
the vampire diaries,2009,the turning point (#1.10),this is beautiful,tyrone wells,156389.0,281797.0
top of the pops,"[1964, 1981]",christmas 81,reward,julian cope+alan gill+the teardrop explodes,749823.0,303818.0
just cant get enough,"[2002, 1996]",nan,i eat cannibals (part 1),toto coelo+barry blue+paul greedus+ralph nicholson,35041.0,495710.0
oasis uncut,1997,nan,wonderwall,noel gallagher+oasis,173675.0,562159.0
one hit wonderland,2012,unbelievable by emf (#2.6),wonderwall,noel gallagher+oasis,173675.0,172101.0
eastenders,1985,(1996-10-01),wonderwall,noel gallagher+oasis,173675.0,78196.0
dark days,"[2000, 1996]",nan,napalm brain/scatter brain,dj shadow,413670.0,405368.0
the dinah shore chevy show,"[1956, 2001]",the dinah shore show (#7.6),south rampart street parade,ray bauduc+bob haggart+dinah shore+bing crosby+al hirt,744041.0,242249.0
zum teufel mit der wahrheit,"[2015, 1975]",nan,bohemian rhapsody (1993 digital remaster),queen,783756.0,732889.0
skins,"[2007, 2005]",chris (#2.5),i'll fly by the seat of my pants,king creosote,930762.0,214241.0
insensato coraï¿½ï¿½o,2011,(#1.31),sï¿½ louco,dorival caymmi,134902.0,120826.0
screenwipe,2006,(#4.5),get it (instrumental),rjd2,169782.0,204870.0
saving private ryan,"[1998, 1934]",nan,solitude,duke ellington & his orchestra,927876.0,605365.0
the bell telephone hour,"[1959, 1934]",on the road with duke ellington (#10.2),solitude,duke ellington+duke ellington orchestra,927876.0,237638.0
movistar mï¿½sica,2009,quique neira,armonï¿½a de amor,quique neira,559355.0,159342.0
the big gay musical,2009,nan,don't wanna cry anymore,kevin churko+jenna drey+scott leigh,737437.0,649167.0
bratz: super babyz,"[2007, 2009]",nan,feel the pressure,franz ferdinand,159143.0,375666.0
the psychedelic furs: live from the house of blues,"[2001, 1981]",nan,pretty in pink,john ashton+richard butler+tim butler+the psychedelic furs,196479.0,679919.0
grand theft auto: san andreas,"[2004, 2002]",nan,ma foom bey,eddie davis+winston jones+cultural vibe,535126.0,457918.0
