_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
665631,400794,477694,heart of snow,2007.0,black mountain,heart of snow,2005,black mountain
668150,364645,28583,cross road blues,2010.0,john floridis,southbound blues,0,john hammond
668301,668377,28583,blues and out,1965.0,john barry,southbound blues,0,john hammond
668330,417787,28583,sunflower river blues,1991.0,john fahey,southbound blues,0,john hammond
668340,683259,28583,32-20 blues,1992.0,robert johnson+john hammond,southbound blues,0,john hammond
668465,716830,28583,candy man blues,2005.0,mississippi john hurt,southbound blues,0,john hammond
668521,335626,28583,sandras blues,2002.0,john simon,southbound blues,0,john hammond
668548,473200,28583,freight train blues,1949.0,john lair+roy acuff,southbound blues,0,john hammond
672641,312940,268933,p�jaros de barro,2011.0,manolo garc�a+�lex monner,pajaros de barro,0,manolo garcia
672828,725637,118252,loops of fury,1996.0,the chemical brothers,gun fury,1982,the damned
675315,624178,494881,juke box jive,2010.0,the rubettes,java jive,1989,the ink spots
679607,690591,440003,satellite anthem icarus,2012.0,marcus eoin+michael sandison+boards of canada,satellite anthem icarus,2005,boards of canada
680242,731334,493078,the stranger song,2004.0,leonard cohen,master song,1967,leonard cohen
680780,618726,493078,the jet song,1991.0,leonard bernstein,master song,1967,leonard cohen
683046,226972,941985,i want you back,2007.0,berry gordy+freddie perren+fonce mizell+deke richards+hannah+pete,i believe in you,0,hannah
688568,101472,140175,la mirada del adios,2012.0,los rodr�guez,la mirada del adios (demo 90),0,los rodriguez
692518,217619,435183,rock your soul,2005.0,elisa,rock your soul,0,elisa
694848,547108,491909,song for the dumped,1996.0,ben folds+darren jessee+ben folds five,for all the pretty people,1997,ben folds five
695752,177720,940742,diggin me,2010.0,martin sexton,diggin me  (lp version),1998,martin sexton
700778,678389,309755,lonely boy,1987.0,paul anka,lonely boy,1960,paul anka
700826,595218,309755,lonely planet,2012.0,paul mottram,lonely boy,1960,paul anka
701952,716690,843852, (i hate you) big daddy,2007.0,mike viola+john c. reilly,(i hate you) big daddy,2007,john c. reilly
708143,730826,824475,my little girl,2011.0,bobby garrett,picture a little girl,0,bobby sherman
708160,210317,824475,hey  little girl,1964.0,bobby stevenson+otis blackwell+bobby sherman,picture a little girl,0,bobby sherman
708506,449332,824475,for a little while,1976.0,bobby goldsboro,picture a little girl,0,bobby sherman
712756,706028,959272,you cant blame me,2016.0,dutch pink,god gave me you,1969,frijid pink
712945,500645,449913,burning rubber,2004.0,teenage jesus+the jerks,burning rubber,1978,teenage jesus_ the jerks
715822,727856,631011,the creature from the blackened room,2009.0,michael nova+x: thc,fire from the sky,1995,michael gettel
718570,657008,30817,texas radio and the big beat,1985.0,the doors,and then the rain,1998,the jesus lizard
719866,236897,30817,you and me to the rescue,2004.0,the backyardigans,and then the rain,1998,the jesus lizard
726054,76999,823731,the fire of love,2003.0,the gun club,can you feel the love tonight,0,s club
732752,285111,4446,blind love,2002.0,the nighthawks,so blind,2007,the ladybug transistor
732772,731295,4446,blind alley,2014.0,the emotions,so blind,2007,the ladybug transistor
732828,310049,4446,so young,1989.0,the corrs,so blind,2007,the ladybug transistor
732863,467226,4446,so fine,1989.0,the fiestas,so blind,2007,the ladybug transistor
733656,678423,562657,good rockin tonight,1955.0,roy brown+elvis presley,good rockin tonight,0,roy brown
733661,686773,562657,good rockin tonight,2008.0,roy brown+wanda jackson,good rockin tonight,0,roy brown
733664,429177,562657,good rockin tonight,1987.0,roy brown+elvis presley,good rockin tonight,0,roy brown
733693,632226,562657,good rockin tonight,2004.0,roy brown,good rockin tonight,0,roy brown
735855,609454,550816,love is love,2008.0,culture club,love is cold (you were never no good),1982,culture club
736079,171917,608828,attitude,2012.0,alien ant farm,attitude,2001,alien ant farm
738601,331105,763754,angry all the time,2015.0,bruce robison+kelly willis,angry all the time,0,bruce robison
741613,230825,604803,lisboa  perto e longe,1981.0,jos� cid+tonicha,lisboa perto e longe,0,jos� cid
744351,217836,673327,goodbye,2005.0,audio adrenaline,goodbye,2006,audio adrenaline
749051,335394,492234,the lady,1972.0,allan taylor,the runaround,2006,taylor hicks
750347,303076,564375,celebrity skin,1964.0,hole,celebrity skin,1998,hole
766061,591141,649399,sad sweet dreamer,2009.0,david parton+sweet sensation,sweet sensation,0,sensation
774950,602161,744462,rajat,1981.0,ismo alanko+hassisen kone,rajat,1981,hassisen kone
777738,635488,807879,negative love,1990.0,john adams,love songs,1995,fleming & john
779166,360854,139974,havent slept in years,1997.0,matthew good band,haven't slept in years,0,matthew good
780692,13812,909161,stay out here (paula temple percussion remix),2016.0,the knife,stay right here,2001,the plan
780717,696991,909161,stay right here,2003.0,the plan,stay right here,2001,the plan
780718,173151,909161,stay away,2003.0,the honorary title,stay right here,2001,the plan
790953,439679,79248,give up the funk (tear the roof off the sucker),2013.0,parliament,give up the funk (tear the roof off the sucker),0,parliament
791894,567196,214344,keep on the sunnyside,2007.0,the carter family,keep on the sunny side,0,the carter family
791920,594891,214344,keep on the sunny side,2013.0,a.p. carter,keep on the sunny side,0,the carter family
792674,657015,214344,riders on the storm,1985.0,the doors,keep on the sunny side,0,the carter family
792822,670134,214344,love on the dole,2011.0,the libertines,keep on the sunny side,0,the carter family
793081,594896,214344,the stroms are on the ocean,2013.0,a.p. carter,keep on the sunny side,0,the carter family
794643,619695,448168,original love,1982.0,the feelies,music - original,0,the red crayola
795076,588380,624047,know your enemy,2001.0,rage against the machine,know your enemy,1991,rage against the machine
796835,678298,333144,down once more/track down this murderer,2004.0,andrew lloyd webber+charles hart+richard stilgoe+gerard butler+emmy rossum+patrick wilson+miranda richardson+mark carroll+terry kelly+david arneil+john griffiths+graham mcduff+tricia deighton+mandy holliday+jackie marks+sophie-louise dann+valerie cutko+julia worsley+margaret preece+annalene beechey,once more,0,ec
797044,653588,333144,one more night,1986.0,phil collins+arrangement with warner special products,once more,0,ec
797155,43347,333144,more  more  more ,2015.0,andrea true connection,once more,0,ec
797172,706381,333144,more and more,1997.0,merle kilgore+webb pierce+arrangement with universal music special markets,once more,0,ec
797186,714449,333144,no more words,1985.0,berlin+john crawford+arrangement with warner special products,once more,0,ec
797272,485400,333144,more more more,2005.0,andrea true connection+gregg diamond,once more,0,ec
797287,493533,333144,no more love,1995.0,god lives underwater+jeff turzo+david reilly+arrangement with warner special products,once more,0,ec
797710,615825,917964,tema dos t�mulos,2014.0,marco dutra,dos espejitos,0,marco
797711,615827,917964,can��o dos mortos,2014.0,marco dutra+coro sinfonia da necr�pole (lua reis+mari� portugal+natalia mallo+danilo penteado+paulo k.+z� vicente+ramiro murillo),dos espejitos,0,marco
801844,471249,115579,before the storm,2006.0,the budapest symphony orchestra+the choir of the hungarian national radio+jesper kyd,before the storm,2006,jesper kyd
804423,228601,190162,any time is the right time,2011.0,denise lasalle,right place_ right time,0,denise lasalle
806842,174233,244179,murderous youth,2003.0,the living blue,fountain of youth,2007,the subdudes
807827,177721,211271,little lessons,2010.0,kathryn williams,little black numbers,0,kathryn williams
813928,578312,197784,island ways,1999.0,wayne wallace+sandy cressman,island,0,wayne gratz
816015,423481,593854,is there something i should know?,1999.0,simon le bon+nick rhodes+andy taylor+john taylor+roger taylor+duran duran,is there something i should know,1981,duran duran
819968,570856,630477,your money,2012.0,the indelicates,mo money moe,1994,the treacherous three
823838,407851,202907,platos song,2002.0,steve balsamo+ivan mccormick,sun song (reprise),0,steve hillage
826816,309320,802079,beat that bitch,2015.0,method man,beat breakfast,2009,big boss man
826971,261062,749153,i taught her everything she knows,1961.0,billy walker,i taught her everything she knows,0,billy walker
842397,619263,592328,live it up,2003.0,papa dee,times up,0,kool moe dee
845349,285073,23309,got to let it go,2002.0,angela johnson,let it roll,1989,don johnson
845786,671276,139870,hold me close,2005.0,david essex,hold on,2005,david mead
845947,124212,139870,hold on to nothing,2006.0,david gray,hold on,2005,david mead
846275,665410,139870,rock on,2010.0,david essex,hold on,2005,david mead
853260,63372,396605,the coma kid,2001.0,motion city soundtrack,the weakends,2010,motion city soundtrack
861038,174325,575080,girlfriend,2003.0,the band,what i like most about you is your girlfriend,1993,the special aka
867179,638350,85960,just another kiss,2000.0,joe lervold,last kiss,2009,joe bonamassa
869043,482498,797864,violin concerto in d minor op. 47,2008.0,jean sibelius+csr symphony orchestra,concerto in a minor for piano and orchestra_ op. 7: i. allegro maestoso,0,berlin symphony orchestra
869705,137180,458430,its a long way to tipperary,1969.0,jack judge+harry williams,a lovely way to spend an evening,0,jack jones
869730,592095,458430,its a long  long way to tipperary,1941.0,jack judge+harry williams,a lovely way to spend an evening,0,jack jones
869738,344141,458430,its a long way to tipperary,1999.0,jack judge+harry williams,a lovely way to spend an evening,0,jack jones
873148,708639,57319,jag hade en g�ng en b�t,2006.0,music: traditional+cornelis vreeswijk+ann-louise hanson,jag,1970,cornelis vreeswijk
876180,484474,383820,chariots on fire,2016.0,christopher cano+eliza swenson,unisols on fire,1992,christopher franke
876358,405255,535075,digital love,2002.0,daft punk+performed daft punk,digital love,2001,daft punk
876368,296730,535075,digital love,2009.0,thomas bangalter+guy-manuel de homem-christo+george duke+carlos sosa+daft punk,digital love,2001,daft punk
885324,25036,62826,all for love,1993.0,bryan adams+sting+rod stewart,all for love,1996,bryan adams / sting / rod stewart
889076,281825,121663,bad girl,2009.0,wild child,bad habit,2004,destiny's child
893121,665629,292349,the speed of sound,2006.0,jesse harris+emmylou harris,in the heat of passion,0,jesse saunders
896447,625096,602493,less is never more,2014.0,loveydove+azalia snail+dan west,love is more than words or better late than never,0,love
899041,234234,758079,lee,1997.0,jack black+kyle gass+tenacious d,lee,1999,tenacious d
905890,298762,158423,mystery song,1964.0,rick parfitt+bob young+status quo,mystery song,1976,status quo
907287,457182,416160,pjanoo (club mix),2009.0,eric prydz,pjanoo ,2006,eric prydz
910520,678449,58297,offering to the saviour gompo,1996.0,buddhist lamas+monks of the four great orders,parallel to the ground,0,the great crusades
910811,236897,58297,you and me to the rescue,2004.0,the backyardigans,parallel to the ground,0,the great crusades
911533,528177,926348,la cubanita,2001.0,los ninos de sara,la cantimplora,0,los bar�n de apodaca
912060,205253,431093,she is,2001.0,the fray,she died,0,the sammies
927969,706891,329491,theme from the endless summer,2006.0,the sandals,the day summer fell,2004,sand pebbles_ the
928486,703022,329491,back in the day punk,2011.0,the secretions,the day summer fell,2004,sand pebbles_ the
928490,443154,329491,a day in the life,2010.0,the beatles,the day summer fell,2004,sand pebbles_ the
928557,732597,329491,the day the earth drippd blood,2012.0,the meteors,the day summer fell,2004,sand pebbles_ the
928596,251619,329491,thatll be the day (live),1989.0,the las,the day summer fell,2004,sand pebbles_ the
934262,658591,31488,and when i die,2003.0,laura nyro+shyne factory,and when i die,1967,laura nyro
938290,611712,277163,a trip to the library,1978.0,jerry bock+diane langton,paddy's trip to scotland,0,jerry holland
940021,399227,826713,dancing with tears in my eyes,2000.0,midge ure+warren cann+billy currie+chris cross+ultravox,dancing with tears in my eyes (live at the roundhouse),0,ultravox
940034,697903,826713,dancing with tears in my eyes,2005.0,midge ure+warren cann+billy currie+chris cross+ultravox,dancing with tears in my eyes (live at the roundhouse),0,ultravox
940040,583754,826713,dancing with tears in my eyes,2015.0,ultravox,dancing with tears in my eyes (live at the roundhouse),0,ultravox
941641,681413,43288,what do you see?,2002.0,the skydiggers+peter+andrew cash,why do you do it?,0,the courteeners
944961,693489,138815,holy is the lord,2015.0,chris tomlin,the poet is not in today,0,chris wall
945354,538626,138815,fire in the sky,1989.0,chris thompson,the poet is not in today,0,chris wall
945642,716619,138815,piano in the dark,2000.0,chris marshall,the poet is not in today,0,chris wall
945662,719411,138815,deep in the jungle,1985.0,wall of voodoo,the poet is not in today,0,chris wall
946021,174645,138815,the lady in red,1981.0,chris de burgh,the poet is not in today,0,chris wall
